23936411071457804e-23,-18011347619591554e-25,-9578270316584132e-24,3951247769404835e-23,-3339129742218463e-24,-8536481001279341e-22,-7791778361206646e-25,-14325442205706155e-27,6690249280422461e-25,8012569765175027e-22,-5622944853778425e-26,5007811280309464e-21
-18011347619591554e-25,18080316049480014e-27,6320631586399988e-26,3969170008129285e-24,40778972114920566e-27,996040035255098e-23,-6031179064273695e-27,3443777279082124e-28,-5384973862483554e-27,-78184578011251e-22,28785239399491384e-28,-55422630808016724e-24
-9578270316584132e-24,6320631586399988e-26,12183651404217093e-23,-21138878539558538e-23,-410318401651298e-23,-594046199826164e-21,556639471762049e-24,-1853846504178331e-27,-7000899815264093e-25,44240241818399526e-24,12235846834611065e-25,10505783003011145e-22
3951247769404835e-23,3969170008129285e-24,-21138878539558538e-23,0.002073754242196933,8419396819240272e-22,0.0031003090327727106,-13122088541072331e-22,1660490989128376e-23,-1445516853464285e-22,-59249386831630186e-21,-5857967870486906e-22,-0.00032938224530189086
-3339129742218463e-24,40778972114920566e-27,-410318401651298e-23,8419396819240272e-22,1283595680914969e-22,18902760334097613e-21,10812990154327119e-25,-2672695002698583e-26,-15375346512128277e-25,-19981701872716874e-23,3575195985134507e-24,-8412602970421543e-21
-8536481001279341e-22,996040035255098e-23,-594046199826164e-21,0.0031003090327727106,18902760334097613e-21,0.057230931270753155,-7112952946250589e-22,10338306593237631e-24,11339881645564542e-22,-0.000559689374569074,2081091049263804e-21,-0.022345453816110427
-7791778361206646e-25,-6031179064273695e-27,556639471762049e-24,-13122088541072331e-22,10812990154327119e-25,-7112952946250589e-22,322716129711011e-21,-32094290894366913e-25,16660084329530067e-24,-1588346420773518e-21,5144001495692196e-24,-7768622858731769e-21
-14325442205706155e-27,3443777279082124e-28,-1853846504178331e-27,1660490989128376e-23,-2672695002698583e-26,10338306593237631e-24,-32094290894366913e-25,4276674441288944e-26,-19173519464546064e-26,23447349426601722e-24,-8525814342653663e-26,13524673837865821e-23
6690249280422461e-25,-5384973862483554e-27,-7000899815264093e-25,-1445516853464285e-22,-15375346512128277e-25,11339881645564542e-22,16660084329530067e-24,-19173519464546064e-26,16181424654074924e-23,-49779486166820804e-24,2303431471098665e-24,-28171346808628624e-22
8012569765175027e-22,-78184578011251e-22,44240241818399526e-24,-59249386831630186e-21,-19981701872716874e-23,-0.000559689374569074,-1588346420773518e-21,23447349426601722e-24,-49779486166820804e-24,0.00042825888678748306,2736603241555103e-22,0.002478994747218743
-5622944853778425e-26,28785239399491384e-28,12235846834611065e-25,-5857967870486906e-22,3575195985134507e-24,2081091049263804e-21,5144001495692196e-24,-8525814342653663e-26,2303431471098665e-24,2736603241555103e-22,1635562868415907e-22,-5860458774574084e-21
5007811280309464e-21,-55422630808016724e-24,10505783003011145e-22,-0.00032938224530189086,-8412602970421543e-21,-0.022345453816110427,-7768622858731769e-21,13524673837865821e-23,-28171346808628624e-22,0.002478994747218743,-5860458774574084e-21,0.14760383684552073
