0.10505786516024193,0.01033441063880556,1e-4,0.048496934285281984
0.11732424147777683,0.01362020591588712,0.00021662784814858963,0.06754478703819543
0.13102281887548672,0.01795071007673908,0.0004692762459348836,0.094073951751209
0.14632081869739016,0.02365808521905554,0.0010165830334412217,0.13102281887548672
0.16340498676509635,0.03118010339643176,0.002202201949987376,0.1824838730223532
0.1824838730223532,0.041093724991281735,0.004770582696143928,0.25415697966996287
0.20379037734698652,0.05415935323204692,0.01033441063880556,0.35398070659671577
0.22758459260747882,0.07137915930317665,0.0223872113856834,0.4930116056833154
0.25415697966996287,0.094073951751209,0.048496934285281984,0.6866488450043001
0.28383191311359096,0.12398448629101391,0.10505786516024193,0.956339832390472
0.3169716409375554,0.16340498676509635,0.22758459260747882,1.3319557466246208
0.35398070659671577,0.2153591186967441,0.4930116056833154,1.8551000919116651
0.3953108873465282,0.28383191311359096,1.0680004325145758,2.583716733631498
0.44146670918066755,0.3740754298644844,2.3135863551739546,3.598507804917564
0.4930116056833154,0.4930116056833154,5.011872336272722,5.011872336272722
