HMC1,0.23730595792568354,17.949226626,3.3832634611294474,1.5180574055374765
HMC2,0.32534615536203865,22.327948901,5.660343922865512,1.47325385721534
HMC3,0.2928644564625237,26.710118092,4.922314015577333,1.4289693066811813
HMC5,0.19228730706087754,46.517452656,1.2900371955128345,0.27108837133553587
HMC7,0.12625092475657124,83.464447972,3.4084018515589594,1.9017697065870283
MALA,0.054425505212951926,18.393035373,2.3798564543478866,0.6838793106800631
SMMALA,0.36143041080304283,1154.793435491,0.12533561036199095,0.025696015921526514
MAMALA(i=0),0.44604914994173295,847.029857604,0.13420026360165613,0.04002020091786867
MAMALA(i=25000),0.5504789807854971,15.955881446,4.01808798122324,1.2337168232729385
MAMALA(i=50000),1.0347008713411985,9.724175189,8.709984803061214,2.4839730776656905
MAMALA(i=1e6),0.61153279632994,10.259530872,5.465051982040542,2.230442646940164
DEMCMC,NaN,132.655680518,9.601932945054127,6.138704453571626
