7684098554550053e-28,-15415056707653345e-25,32664267318970894e-23,-11696543519893276e-24,2586899421296988e-24,4048741493298223e-28,-2104403457420001e-24,35826167463965696e-23,-10601086870098271e-24,2405510646276466e-24
-15415056707653345e-25,11975806429469732e-21,-0.00147598236468114,14795150578432606e-21,37869553108834205e-21,-7186638132978035e-25,16136299756503757e-21,-0.0016036382847936454,1329899681901338e-20,3391564345358766e-20
32664267318970894e-23,-0.00147598236468114,0.2400290741151875,-0.002493101523038163,-0.0044879611625064835,15640422812599465e-23,-0.0019913586320940754,0.2610817318060357,-0.0022192682410501654,-0.003993387349005525
-11696543519893276e-24,14795150578432606e-21,-0.002493101523038163,0.0006704000217096557,-0.00014369913766480548,-7931684099005752e-24,20832355809468775e-21,-0.002773068286502261,0.0006068875808151865,-0.00013301173667964845
2586899421296988e-24,37869553108834205e-21,-0.0044879611625064835,-0.00014369913766480548,0.0007159016556740088,2897447069203644e-24,52251955674052615e-21,-0.004929877778650254,-0.00013373996848339994,0.0006469246711204777
4048741493298223e-28,-7186638132978035e-25,15640422812599465e-23,-7931684099005752e-24,2897447069203644e-24,2217621202612494e-28,-9810431753560908e-25,17152943558406716e-23,-71908754060968394e-25,26627909973218592e-25
-2104403457420001e-24,16136299756503757e-21,-0.0019913586320940754,20832355809468775e-21,52251955674052615e-21,-9810431753560908e-25,2176108611585836e-20,-0.0021652590703515706,18730923780927593e-21,4681098211361197e-20
35826167463965696e-23,-0.0016036382847936454,0.2610817318060357,-0.002773068286502261,-0.004929877778650254,17152943558406716e-23,-0.0021652590703515706,0.28416846247655425,-0.002469207241393821,-0.004388903839242115
-10601086870098271e-24,1329899681901338e-20,-0.0022192682410501654,0.0006068875808151865,-0.00013373996848339994,-71908754060968394e-25,18730923780927593e-21,-0.002469207241393821,0.0005494727326528163,-0.00012369425732834438
2405510646276466e-24,3391564345358766e-20,-0.003993387349005525,-0.00013301173667964845,0.0006469246711204777,26627909973218592e-25,4681098211361197e-20,-0.004388903839242115,-0.00012369425732834438,0.0005846916535865067
