HMC1,1.14945990546889,61.372007754,12.612472248645474,6.266951313651895
HMC2,0.838410657291842,98.375406074,27.805257884231207,9.241038440106385
HMC3,0.7547059566968904,136.354987316,53.606574672506326,10.476854984854661
HMC5,0.838410657291842,188.875181087,8.332537471318654,2.5211913680237985
HMC7,0.7547059566968904,251.931725854,2.8806201345834546,1.8901568453765887
MALA,0.5504789807854971,61.226167614,14.318967867181371,8.166442870509991
SMMALA,0.7547059566968904,2687.874998963,0.23522955100798476,0.11273973051098511
MAMALA(i=0),0.40151678358667475,1650.580891425,0.21296526636652488,0.14424936053251095
MAMALA(i=25000),0.5504789807854971,43.202604167,5.448389323195068,3.794549643253412
MAMALA(i=50000),0.61153279632994,35.221297691,5.980448245511603,3.5489890547656033
MAMALA(i=1e6),1.4185735300671787,31.933362989,5.022789262813347,2.846837363806816
DEMCMC,NaN,695.801956029,7.848243919847623,5.776907815293972
