8316894578858546e-28,283701252040423e-25,-27352619488115975e-27,10525699367958636e-26,-4143266930689716e-26,14756507947122982e-29,7573887970572524e-27,-11188400176852972e-27,2355190456198015e-27,-7299421146274248e-28
283701252040423e-25,7965431458559605e-24,-9494693541685414e-24,1865656833854761e-23,-7212647416410365e-24,4144854575776768e-26,1446600319792297e-24,-22442891687157667e-25,4153396617862657e-25,-12425761333918888e-26
-27352619488115975e-27,-9494693541685414e-24,13611048690350102e-24,-18365293120806685e-24,73091598923571034e-25,-5048665444679171e-26,-14719114342734178e-25,2453749783755887e-24,-40889756209143735e-26,9618953803468192e-26
10525699367958636e-26,1865656833854761e-23,-18365293120806685e-24,7151687745785845e-23,-29671732320690343e-24,8498277289487711e-26,5062969335135737e-24,-72025987501689636e-25,16147347506770611e-25,-5631307659262452e-25
-4143266930689716e-26,-7212647416410365e-24,73091598923571034e-25,-29671732320690343e-24,12617700941547398e-24,-3843361343281806e-26,-21152294683749825e-25,30117079426267344e-25,-6696506221105209e-25,24264857886876844e-26
14756507947122982e-29,4144854575776768e-26,-5048665444679171e-26,8498277289487711e-26,-3843361343281806e-26,8639067023083177e-28,1149408475673044e-26,-19326230084949046e-27,1841579751988211e-27,-11707550085080354e-28
7573887970572524e-27,1446600319792297e-24,-14719114342734178e-25,5062969335135737e-24,-21152294683749825e-25,1149408475673044e-26,4080793430203958e-25,-6026293325438223e-25,1166108603576768e-25,-4271210641664685e-26
-11188400176852972e-27,-22442891687157667e-25,2453749783755887e-24,-72025987501689636e-25,30117079426267344e-25,-19326230084949046e-27,-6026293325438223e-25,9224886777348831e-25,-16560740107958026e-26,5532848205288033e-26
2355190456198015e-27,4153396617862657e-25,-40889756209143735e-26,16147347506770611e-25,-6696506221105209e-25,1841579751988211e-27,1166108603576768e-25,-16560740107958026e-26,3734190189465544e-26,-12650488312921503e-27
-7299421146274248e-28,-12425761333918888e-26,9618953803468192e-26,-5631307659262452e-25,24264857886876844e-26,-11707550085080354e-28,-4271210641664685e-26,5532848205288033e-26,-12650488312921503e-27,7460760718855621e-27
