24068600266111877e-23,-1811138373509827e-24,-5793969124948981e-24,-7993244902247155e-24,-22579763895016985e-25,-5573967006047025e-24,-14717368708210814e-25,12536660791514131e-27,14137512994045402e-24,-5699958352124524e-24,39507151016296396e-26,6446391781683612e-25
-1811138373509827e-24,18226906347299333e-27,3023215275108476e-26,672555620717122e-25,3811830613407696e-26,3344037389414641e-26,16364282477695168e-27,-200850487059323e-27,-14053635731277317e-26,6107161406777415e-26,3676601603098749e-27,-2889056623899342e-27
-5793969124948981e-24,3023215275108476e-26,12400229103611515e-23,20948060202704638e-26,-10823027819745031e-25,42247556357094355e-25,50805685999769315e-25,-7755410948668749e-26,-2111879015855533e-24,-7820717248265273e-25,1001766587132774e-24,-11645164896442723e-25
-7993244902247155e-24,672555620717122e-25,20948060202704638e-26,1197086306395796e-22,-48397564632518345e-25,-8960440154851255e-25,-4525133505943411e-24,6123285136716246e-26,2523372655891794e-27,17372907809814497e-25,3662540441755247e-25,4989554565452013e-25
-22579763895016985e-25,3811830613407696e-26,-10823027819745031e-25,-48397564632518345e-25,11948294667914138e-23,9853830254421722e-25,18751809723919992e-25,-22394541331852526e-27,-3534932929811705e-26,46420651152044674e-26,-29890702929560567e-26,-16763627190595816e-25
-5573967006047025e-24,3344037389414641e-26,42247556357094355e-25,-8960440154851255e-25,9853830254421722e-25,12077367154302268e-23,23674898844392595e-25,-2594477408018164e-26,-10563180751695817e-25,6993661177152911e-25,-5200273688071488e-25,-9266311998900129e-25
-14717368708210814e-25,16364282477695168e-27,50805685999769315e-25,-4525133505943411e-24,18751809723919992e-25,23674898844392595e-25,3221627383376099e-22,-3241891338817186e-24,-3614322059942076e-23,-5889968883543055e-24,-14319599473087107e-25,-7917277235121048e-24
12536660791514131e-27,-200850487059323e-27,-7755410948668749e-26,6123285136716246e-26,-22394541331852526e-27,-2594477408018164e-26,-3241891338817186e-24,4334877976091203e-26,5051634221240391e-25,4288403918592127e-26,4244747979091579e-26,8656043308782243e-26
14137512994045402e-24,-14053635731277317e-26,-2111879015855533e-24,2523372655891794e-27,-3534932929811705e-26,-10563180751695817e-25,-3614322059942076e-23,5051634221240391e-25,16560245826012974e-23,26386415112645654e-25,-2462841699301187e-25,17415287025124532e-25
-5699958352124524e-24,6107161406777415e-26,-7820717248265273e-25,17372907809814497e-25,46420651152044674e-26,6993661177152911e-25,-5889968883543055e-24,4288403918592127e-26,26386415112645654e-25,15599845030309132e-23,32159484957336143e-25,-3179566284917419e-24
39507151016296396e-26,3676601603098749e-27,1001766587132774e-24,3662540441755247e-25,-29890702929560567e-26,-5200273688071488e-25,-14319599473087107e-25,4244747979091579e-26,-2462841699301187e-25,32159484957336143e-25,15854117263418477e-23,21016972995221e-22
6446391781683612e-25,-2889056623899342e-27,-11645164896442723e-25,4989554565452013e-25,-16763627190595816e-25,-9266311998900129e-25,-7917277235121048e-24,8656043308782243e-26,17415287025124532e-25,-3179566284917419e-24,21016972995221e-22,16386725893651555e-23
