2356011372615697e-25,-10809867820275651e-27,-6726743944973499e-25,-54267959917766614e-24,23014221139159693e-24,15470503779361559e-26,1202077590900578e-26,5393363892514531e-25,19417530633750862e-23,-5867792525794345e-23
-10809867820275651e-27,7642713949119219e-26,22198886767062712e-25,36816374759539305e-24,-3243962904906192e-23,-4616659464048187e-27,5468992735742321e-27,-9411988414060055e-26,6765502108486351e-24,-1860367890957285e-23
-6726743944973499e-25,22198886767062712e-25,20014041822363528e-23,33851115000851e-19,-27387371062298994e-22,-37003203761503326e-26,1981877352320133e-26,-13063794599884517e-24,888408287467376e-21,-16152707062671902e-22
-54267959917766614e-24,36816374759539305e-24,33851115000851e-19,0.00598929190359038,-0.00031400054353319386,-21680344388131633e-24,-27732392634472893e-24,-15187639580312594e-22,0.004527101146253234,-0.00015616511893807553
23014221139159693e-24,-3243962904906192e-23,-27387371062298994e-22,-0.00031400054353319386,0.005769187245750141,21359012933349208e-24,-45339916756818466e-24,3389985308621238e-23,-7743916871791863e-20,0.0045733486731976076
15470503779361559e-26,-4616659464048187e-27,-37003203761503326e-26,-21680344388131633e-24,21359012933349208e-24,10609265205934899e-26,11580262370280391e-27,39642993981807355e-26,13557973532702827e-23,-3249409795363629e-23
1202077590900578e-26,5468992735742321e-27,1981877352320133e-26,-27732392634472893e-24,-45339916756818466e-24,11580262370280391e-27,2914069241490426e-25,5300777289316282e-24,-6525746409439671e-24,-4397128716333012e-23
5393363892514531e-25,-9411988414060055e-26,-13063794599884517e-24,-15187639580312594e-22,3389985308621238e-23,39642993981807355e-26,5300777289316282e-24,3126693365746038e-22,-5454985405771589e-22,-203148899708864e-21
19417530633750862e-23,6765502108486351e-24,888408287467376e-21,0.004527101146253234,-7743916871791863e-20,13557973532702827e-23,-6525746409439671e-24,-5454985405771589e-22,0.00389158795373368,-0.00013216542671414704
-5867792525794345e-23,-1860367890957285e-23,-16152707062671902e-22,-0.00015616511893807553,0.0045733486731976076,-3249409795363629e-23,-4397128716333012e-23,-203148899708864e-21,-0.00013216542671414704,0.003671618781464224
